codigo,pergunta,Ano
Q11806,"Por causa da doença no pulmão Usa medicamentos (inaladores, aerossol ou comprimidos)",2019
Q11807,Por causa da doença no pulmão Usa oxigênio,2019
Q11808,Por causa da doença no pulmão Fisioterapia respiratória,2019
Q11809,Por causa da doença no pulmão Faz acompanhamento regular com profissional de saúde,2019
Q119,"Em geral, em que grau a doença do pulmão limita as suas atividades habituais (tais como trabalhar, realizar afazeres domésticos etc.)?",2019
Q120,Algum médico já lhe deu diagnóstico de câncer?,2019
Q121010,"Diagnóstico de outro câncer? Boca, Orofaringe ou Laringe",2019
Q121011,Diagnóstico de outro câncer? Bexiga,2019
Q121012,Diagnóstico de outro câncer? Linfoma ou leucemia,2019
Q121013,Diagnóstico de outro câncer? Cérebro,2019
Q121014,Diagnóstico de outro câncer? Ovário (só para mulheres),2019
Q121015,Diagnóstico de outro câncer? Tireoide,2019
Q121016,Diagnóstico de outro câncer?,2019
Q12102,Foi um diagnóstico de câncer de pele?,2019
Q12103,O câncer de pele diagnosticado foi do tipo melanoma?,2019
Q12104,Diagnóstico de outro câncer? Pulmão,2019
Q12105,Diagnóstico de outro câncer? Cólon e reto (intestino),2019
Q12106,Diagnóstico de outro câncer? Estômago,2019
Q12107,Diagnóstico de outro câncer? Mama (só para mulheres),2019
Q12108,Diagnóstico de outro câncer? Colo de útero (só para mulheres),2019
Q12109,Diagnóstico de outro câncer? Próstata (só para homens),2019
Q12201,Que idade o(a) Sr(a) tinha no primeiro diagnóstico de doença mental?,2019
Q12301,"Em geral, seu tratamento, ou algum problema provocado pelo câncer, limita as suas atividades profissionais ou habituais (tais como trabalhar, realizar afazeres domésticos, etc.)?",2019
Q124,Algum médico já lhe deu o diagnóstico de insuficiência renal crônica?,2019
Q125,Que idade o(a) Sr(a) tinha no primeiro diagnóstico de insuficiência renal crônica?,2019
Q12501,"O Sr(a) fez transplante de rim, por causa da insuficiência renal crônica?",2019
Q12607,Toma medicamentos por causa da insuficiência renal crônica?,2019
Q12608,Hemodiálise por causa da insuficiência renal crônica?,2019
Q12609,Diálise peritoneal por causa da insuficiência renal crônica?,2019
Q12610,Faz acompanhamento regular com profissional de saúde?,2019
Q127,"Em geral, em que grau a insuficiência renal crônica limita as suas atividades habituais (tais como trabalhar, realizar afazeres domésticos etc.)?",2019
Q128,Algum médico já lhe deu algum diagnóstico de outra doença crônica (física ou mental) ou doença de longa duração (de mais de 6 meses de duração)?,2019
Q132,"Nas últimas duas semanas, o(a) Sr(a) fez uso de algum medicamento para dormir?",2019
Q133,"Nas últimas duas semanas, por quantos dias usou o medicamento para dormir?",2019
Q134,O medicamento que o(a) Sr(a) usa (usou) para dormir foi receitado por médico?,2019
R00101,Quando foi a última vez que a Sra fez exame preventivo para câncer de colo do útero,2019
R002010,Qual o principal motivo da Sra não ter feito exame preventivo nos últimos três anos,2019
R004,"A Sra pagou algum valor pelo último exame preventivo para câncer do colo do útero? (Entrevistador: Se a entrevistada responder que pagou, mas teve reembolso, marque a opção 2)",2019
R005,O último exame preventivo para câncer do colo do útero foi feito através do Sistema Único de Saúde (SUS),2019
R00601,Quanto tempo depois de ter realizado o último exame preventivo a Sra recebeu o resultado,2019
R007,"Após receber o resultado do exame, a Sra foi encaminhada a alguma consulta com ginecologista ou outro médico especialista",2019
R008,A Sra foi à consulta,2019
R009010,Qual o principal motivo da Sra não ter ido à consulta,2019
R010,A sra já foi submetida a cirurgia para retirada do útero?,2019
R011,"Segundo o médico, qual o motivo da retirada do útero?",2019
R012,Que idade a sra tinha quando foi submetida à cirurgia?,2019
R013,Quando foi a última vez que um médico ou enfermeiro fez o exame clínico das suas mamas,2019
R014,Algum médico já lhe solicitou um exame de mamografia,2019
R015,A Sra fez o exame de mamografia,2019
R01701,Quando foi a última vez que a Sra fez um exame de mamografia,2019
R019,A Sra pagou algum valor pela última mamografia?,2019
R020,A última mamografia foi feita através do Sistema Único de Saúde (SUS),2019
R02101,Quanto tempo depois de ter realizado o último exame de mamografia a Sra recebeu o resultado,2019
R022,"Após receber o resultado da mamografia, a Sra foi encaminhada para consulta com médico especialista",2019
R023,A Sra foi à consulta com o especialista,2019
R02402,Qual o principal motivo da Sra não ter ido à consulta com o especialista,2019
R025,Com que idade a sra ficou menstruada pela primeira vez?,2019
R026,A sra ainda fica menstruada?,2019
R027,Com que idade a sra parou de menstruar?,2019
R028,A sra já entrou na menopausa?,2019
R029,"Alguma vez a sra fez ou faz tratamento hormonal para alívio dos sintomas da menopausa (com comprimidos, adesivos, gel ou injeções)?",2019
R030,Este medicamento foi receitado por médico?,2019
R031,"Nos últimos 12 meses, a sra teve relações sexuais?",2019
R032,"Nos últimos 12 meses, a sra participou de grupo de planejamento familiar?",2019
R033,E o seu parceiro participou de grupo de planejamento familiar?,2019
R034,A sra usa algum método para evitar a gravidez atualmente?,2019
R035,Qual o principal motivo de não evitar a gravidez?,2019
R03601,Pilula?,2019
R03602,Tabela?,2019
R03603,Camisinha masculina?,2019
R03604,Camisinha feminina?,2019
R03605,Diafragma?,2019
R03606,DIU?,2019
R03607,Contraceptivo injetável?,2019
R03608,Implantes (Norplant)?,2019
R03609,Creme/óvulo?,2019
R03610,Píulula do dia seguinte?,2019
R03611,Outro,2019
R037,A sra e/ou seu companheiro já fizeram ou fazem algum tratamento para engravidar?,2019
R038,Há quanto tempo a sra está tentando engravidar?,2019
S065,"Alguma vez ficou grávida, mesmo que a gravidez não tenha chegado até o final?",2019
S066,Quantos partos a Sra já teve?,2019
S06701,Em que data foi o último parto?,2019
S06702,Em que data foi o último parto?,2019
S06703,Em que data foi o último parto?,2019
S068,Quando estava grávida fez alguma consulta de pré-natal?,2019
S06901,Quantas tempo de gravidez tinha quando fez a primeira consulta pré-natal?,2019
S06902,Quantas tempo de gravidez tinha quando fez a primeira consulta pré-natal?,2019
S070,Quantas consultas de pré-natal fez durante esta gravidez?,2019
S071,Você fez a maioria das consultas do pré-natal em serviço de saúde de:,2019
S072,Pagou por alguma consulta de pré-natal?,2019
S073,As consultas do pré-natal foram feitas através do Sistema Único de Saúde (SUS)?,2019
S074,"Nesta gravidez, quem a atendeu na maioria das consultas?",2019
S075,"Nesta gravidez, você tinha uma caderneta/cartão da gestante?",2019
S076,"Nesta gravidez, você fez algum exame de sangue, sem considerar o teste de gravidez?",2019
S077,"Nesta gravidez, você fez algum exame de urina, sem considerar o teste de gravidez?",2019
S07901,"Durante o pré-natal, em quantas consultas mediram sua pressão arterial?",2019
S07902,"Durante o pré-natal, em quantas consultas mediram o seu peso?",2019
S07903,"Durante o pré-natal, em quantas consultas mediram sua barriga?",2019
S07904,"Durante o pré-natal, em quantas consultas ouviram o coração do bebê?",2019
S07905,"Durante o pré-natal, em quantas consultas examinaram suas mamas?",2019
S080,Durante o pré-natal de (nome) foi realizado teste∕ exame para sífilis?,2019
S081,Recebeu ou foi informada sobre o resultado do teste∕ exame para sífilis antes do parto?,2019
S082,Qual foi o resultado do teste / exame para sífilis?,2019
S083,Recebeu tratamento para sífilis?,2019
S084,Foi solicitado teste/exame de sífilis para o seu parceiro(a)?,2019
S085,O seu parceiro recebeu o resultado do teste∕ exame para sífilis antes do parto?,2019
S086,Qual foi o resultado do teste∕ exame para sífilis do seu parceiro?,2019
S087,O seu parceiro foi tratado?,2019
S088,Durante o pré-natal foi realizado teste∕ exame para hepatite B?,2019
S089,Recebeu o resultado da Hepatite B antes do parto?,2019
S090,Durante o pré-natal foi solicitado o teste∕ exame para HIV/AIDS?,2019
S091,Neste pré-natal foi realizado teste∕ exame para HIV/AIDS?,2019
S092,Recebeu o resultado do teste∕ exame para HIV/AIDS antes do parto?,2019
S095,Durante o pré-natal a Sra foi orientada a usar preservativo?,2019
S096,Quanto tempo antes do parto a Sra foi à última consulta do pré-natal?,2019
S097,Durante este pré-natal você foi informada/orientada pelo serviço de saúde/profissional de saúde sobre a maternidade para qual deveria se dirigir no momento do parto?,2019
S098,Quando estava grávida tomou alguma injeção para prevenir o bebê contra difteria e tétano (mal dos sete dias) – dT ou dTpa?,2019
S099,Quantas doses dessa injeção tomou durante esta gravidez?,2019
S09901,Número de doses,2019
S109,Seu(sua) filho(a) foi pesado ao nascer?,2019
S110,Qual foi o peso dele(a) ao nascer?,2019
S11001,Peso ao nascer (em quilogramas),2019
S111,Quem fez o parto?,2019
S112,Onde foi realizado o parto?,2019
S113,Pagou algum valor pelo parto?,2019
S114,O parto foi feito através do Sistema Único de Saúde (SUS)?,2019
S115,Qual foi o tipo de parto?,2019
S116,"Nesta gravidez, entrou em trabalho de parto?",2019
S117,Qual o principal motivo de ter tido parto cesáreo?,2019
S118,Quantas semanas de gravidez tinha no momento do parto?,2019
S11801,Quantidade de semanas,2019
S119,Neste parto fizeram em você a episiotomia (aquele corte na vagina)?,2019
S120,Neste trabalho de parto foi oferecido algum método para alívio da dor?,2019
S121,Neste trabalho de parto foi utilizado algum método para alívio da dor?,2019
S122,Qual foi o método utilizado para o alívio da dor?,2019
S123,"Alguém conhecido ficou com você durante todo o período de parto (pré-parto, parto e pós-parto)?",2019
S124,Em algum momento esse acompanhante foi o pai da criança?,2019
S125,Teve alguma complicação durante o parto?,2019
S126,Você teve alguma complicação após o parto?,2019
S127,Por causa dessa complicação precisou ser internada?,2019
S128,O parto foi realizado no estabelecimento de saúde indicado no pré-natal?,2019
S129,Quantos serviços de saúde procurou quando entrou em trabalho de parto para que seu(sua) filho(a) pudesse nascer?,2019
S130,"Durante a primeira hora após o nascimento, seu(sua) filho(a) foi colocado(a) em contato com você pele a pele?",2019
S131,"Depois do nascimento, ele(a) ficou com você no quarto até a alta hospitalar?",2019
S132,Seu(sua) filho(a) saiu do hospital junto com você?,2019
S133,A criança não saiu do hospital junto com você porque:,2019
S134,Você fez consulta de puerpério (consulta com médico ou enfermeiro até 42 dias após o parto)?,2019
S135,Qual o motivo de não ter feito a consulta de puerpério (consulta com médico ou enfermeiro até 42 dias após o parto)?,2019
S136,"Durante os primeiros três meses após o parto, você tomou medicamento contendo somente ferro ou ferro com vitaminas?",2019
S137,Por que não tomou o medicamento?,2019
S138,"Na maioria das vezes, o medicamento contendo somente ferro ou ferro com vitaminas foi obtido em serviço público de saúde?",2019
S139,"Após o parto, por quanto tempo tomou o medicamento contendo somente ferro ou ferro com vitaminas?",2019
T001,O (a) Sr. (a) está com tosse há três semanas ou mais?,2019
T002,O (a) Sr (a) tem mancha com dormência ou parte da pele com dormência?,2019
T003,Algum médico já lhe deu o diagnóstico de doença de Chagas?,2019
T004,"Nos últimos 12 meses, algum médico lhe deu diagnóstico de doença/infecção sexualmente transmissível?",2019
T005,"Nesse diagnóstico (se houver mais de um, considere o último) de doença/infecção sexualmente transmissível, o(a) Sr(a) fez algum tipo de tratamento com prescrição médica?",2019
T00601,Nesse diagnóstico recebeu orientações? Usar regularmente preservativo,2019
T00602,Nesse diagnóstico recebeu orientações? Informar aos (às) parceiros (as) da infecção,2019
T00603,Nesse diagnóstico recebeu orientações? Fazer o teste de HIV,2019
T00604,Nesse diagnóstico recebeu orientações? Fazer o teste de sífilis,2019
T00605,Nesse diagnóstico recebeu orientações? Fazer os testes para as hepatites B e C,2019
T00606,Nesse diagnóstico recebeu orientações? Tomar vacina para hepatite B,2019
U00101,Com que frequência o(a) Sr(a) usa escova de dentes para a higiene bucal,2019
U00204,O que o(a) Sr(a) usa para fazer a limpeza de sua boca Escova de dente,2019
U00205,O que o(a) Sr(a) usa para fazer a limpeza de sua boca Pasta de dente,2019
U00206,O que o(a) Sr(a) usa para fazer a limpeza de sua boca Fio dental,2019
U00207,"O que o(a) Sr(a) usa para fazer a limpeza de sua boca Enxaguatório bucal (como plax, colgate, cepacol)",2019
U00208,O que o(a) Sr(a) usa para fazer a limpeza de sua boca Outros,2019
U00401,Com que frequência o(a) Sr(a) troca a sua escova de dente por uma nova,2019
U005,"Em geral, como o(a) Sr(a) avalia sua saúde bucal (dentes e gengivas)",2019
U006,Que grau de dificuldade o(a) Sr(s) tem para se alimentar por causa de problemas com seus dentes ou dentadura?,2019
U00902,Qual o principal motivo que o(a) fez consultar o dentista na última vez,2019
U01002,Onde foi a última consulta odontológica,2019
U014,Como o(s) Sr(a) conseguiu a consulta odontológica:,2019
U02001,"O (A) Sr (a) pagou algum valor por esta consulta odontológica (Entrevistador: Se o(a) entrevistado (a) responder que pagou, mas teve reembolso total, marque a opção 2)",2019
U02101,Esta consulta odontológica foi feita pelo SUS,2019
U02302,"Lembrando-se dos seus dentes permanentes de cima, o(a) Sr(a) perdeu algum",2019
U02303,Quantos dentes permanentes de cima perdeu?,2019
U02402,"Lembrando-se dos seus dentes permanentes de baixo, o(a) Sr(a) perdeu algum",2019
U02403,Quantos dentes permanentes de baixo perdeu?,2019
U02501,"O(A) Sr(a) usa algum tipo de prótese dentária (dente artificial, implante, dentadura, chapa)",2019
UPA_PNS,UPA,2019
V0001,Unidade da Federação,2019
V0006_PNS,Número de ordem do domicílio na PNS,2019
V001,Foi assegurada a privacidade para aplicação desse módulo,2019
V00101,O questionário foi preenchido por:,2019
V0015,Tipo da entrevista,2019
V0020,Ano de referência,2019
V00201,"Nos últimos doze meses, alguém: Te ofendeu, humilhou ou ridicularizou na frente de outras pessoas?",2019
