Códigos das respostas,Respostas Possíveis,Código da variável,Número do item da pergunta,Ano
5,Muito intensamente,Q028,Q28,2019
9 ,Ignorado,Q028,Q28,2019
1,Menos de 6 meses,Q02901,Q29a,2019
2,De 6 meses a menos de 1 ano,Q02901,Q29a,2019
3,De 1 ano a menos de  2 anos,Q02901,Q29a,2019
4,De 2 anos a menos de 3 anos,Q02901,Q29a,2019
5,3 anos ou mais,Q02901,Q29a,2019
6,Nunca fez,Q02901,Q29a,2019
9 ,Ignorado,Q02901,Q29a,2019
1,Sim,Q03001,Q30a,2019
2,Não,Q03001,Q30a,2019
9 ,Ignorado,Q03001,Q30a,2019
1,Sim,Q03002,Q30b,2019
2,Não,Q03002,Q30b,2019
9 ,Ignorado,Q03002,Q30b,2019
0,Menos de 1 ano,Q031,Q31,2019
01 a 98,Anos,Q031,Q31,2019
99,Ignorado,Q031,Q31,2019
1,"Sim, regularmente        ",Q03201,Q32a,2019
2,"Não, só quando tem algum problema",Q03201,Q32a,2019
3,Nunca vai ao médico para acompanhamento da diabetes,Q03201,Q32a,2019
9 ,Ignorado,Q03201,Q32a,2019
1,O local de atendimento é distante ou tem dificuldade de transporte,Q03302,Q33a,2019
2,O tempo de espera no serviço de saúde é muito grande,Q03302,Q33a,2019
3,Tem dificuldades financeiras,Q03302,Q33a,2019
4,Não acha necessário,Q03302,Q33a,2019
5,O horário de funcionamento do serviço de saúde é incompatível com suas atividades de trabalho ou domésticas,Q03302,Q33a,2019
6,Não conseguiu marcar consulta pelo plano de saúde,Q03302,Q33a,2019
7,Não sabe quem procurar ou aonde ir,Q03302,Q33a,2019
8,Não tem quem o(a) acompanhe,Q03302,Q33a,2019
9,O serviço de saúde não tem médico ou não funciona regularmente,Q03302,Q33a,2019
10,O diabetes está controlado,Q03302,Q33a,2019
11,Outro ,Q03302,Q33a,2019
99,Ignorado,Q03302,Q33a,2019
1,Sim,Q03303,Q33b,2019
2,Não,Q03303,Q33b,2019
9 ,Ignorado,Q03303,Q33b,2019
1,"Sim, todos                  ",Q03403,Q34c,2019
2,"Sim, alguns",Q03403,Q34c,2019
3,"Não, nenhum",Q03403,Q34c,2019
9 ,Ignorado,Q03403,Q34c,2019
01,Não conseguiu obter no serviço público de saúde,Q03404,Q34d,2019
02,Não conseguiu o(s) medicamento(s) no Aqui Tem Farmácia Popular ,Q03404,Q34d,2019
03,A farmácia era distante ou teve dificuldade de transporte,Q03404,Q34d,2019
04,Não conseguiu encontrar todos os medicamentos para comprar na farmácia,Q03404,Q34d,2019
05,Não tinha dinheiro para comprar,Q03404,Q34d,2019
06,Não achou necessário,Q03404,Q34d,2019
07,Não precisa mais tomar medicamentos porque a diabetes está controlada ,Q03404,Q34d,2019
08,Outro ,Q03404,Q34d,2019
99,Ignorado,Q03404,Q34d,2019
1,"Sim, todos                  ",Q03601,Q36a,2019
2,"Sim, alguns",Q03601,Q36a,2019
3,"Não, nenhum",Q03601,Q36a,2019
9 ,Ignorado,Q03601,Q36a,2019
1,"Sim, todos                  ",Q03701,Q37a,2019
2,"Sim, alguns",Q03701,Q37a,2019
3,"Não, nenhum",Q03701,Q37a,2019
9 ,Ignorado,Q03701,Q37a,2019
1,Sim,Q03801,Q38a,2019
2,Não,Q03801,Q38a,2019
9 ,Ignorado,Q03801,Q38a,2019
1,Sim,Q03802,Q38a1,2019
2,Não,Q03802,Q38a1,2019
9 ,Ignorado,Q03802,Q38a1,2019
1,Sim,Q03803,Q38a3,2019
2,Não,Q03803,Q38a3,2019
9 ,Ignorado,Q03803,Q38a3,2019
1,Não conseguiu obter no serviço público de saúde,Q03804,Q38a4,2019
2,Não conseguiu o(s) medicamento(s) no Aqui Tem Farmácia Popular ,Q03804,Q38a4,2019
3,A farmácia era distante ou teve dificuldade de transporte,Q03804,Q38a4,2019
4,Não conseguiu encontrar insulina para comprar na farmácia,Q03804,Q38a4,2019
5,Não tinha dinheiro para comprar,Q03804,Q38a4,2019
6,Não achou necessário,Q03804,Q38a4,2019
7,Não precisa mais tomar medicamentos porque a diabetes está controlada sem a insulina,Q03804,Q38a4,2019
8,Outro ,Q03804,Q38a4,2019
9 ,Ignorado,Q03804,Q38a4,2019
1,Sim,Q03805,Q38a5,2019
2,Não,Q03805,Q38a5,2019
9 ,Ignorado,Q03805,Q38a5,2019
1,Sim,Q03806,Q38a6,2019
2,Não,Q03806,Q38a6,2019
9 ,Ignorado,Q03806,Q38a6,2019
1,Sim,Q03807,Q38a7,2019
2,Não,Q03807,Q38a7,2019
9 ,Ignorado,Q03807,Q38a7,2019
1,Menos de 6 meses,Q03901,Q39a,2019
2,De 6 meses a menos de 1 ano,Q03901,Q39a,2019
3,De 1 ano a menos de  2 anos,Q03901,Q39a,2019
4,De 2 anos a menos de 3 anos,Q03901,Q39a,2019
5,3 anos ou mais,Q03901,Q39a,2019
6,Nunca fez,Q03901,Q39a,2019
9 ,Ignorado,Q03901,Q39a,2019
01,Farmácia,Q04002,Q40a,2019
02,Unidade básica de saúde (posto ou centro de saúde ou unidade de saúde da família),Q04002,Q40a,2019
03,"Policlínica pública, PAM (Posto de Assistência Médica) ou Centro de Especialidades público",Q04002,Q40a,2019
04,"UPA (Unidade de Pronto Atendimento), outro tipo de pronto atendimento público (24 horas), pronto-socorro ou emergência de hospital público",Q04002,Q40a,2019
05,Ambulatório de hospital público,Q04002,Q40a,2019
06,Consultório particular clínica privada ou ambulatório de hospital privado,Q04002,Q40a,2019
07,Pronto atendimento ou emergência de hospital privado,Q04002,Q40a,2019
08,No domicílio,Q04002,Q40a,2019
09,Outro serviço,Q04002,Q40a,2019
99,Ignorado,Q04002,Q40a,2019
1,Sim,Q042,Q42,2019
2,Não,Q042,Q42,2019
9 ,Ignorado,Q042,Q42,2019
1,Sim,Q043,Q43,2019
2,Não,Q043,Q43,2019
3,Não sabe/Não lembra,Q043,Q43,2019
1,Sim,Q044,Q44,2019
2,Não,Q044,Q44,2019
9 ,Ignorado,Q044,Q44,2019
1,Sim,Q045,Q45,2019
2,Não,Q045,Q45,2019
3,"Não, pois não tinha realizado exames ",Q045,Q45,2019
9 ,Ignorado,Q045,Q45,2019
1,Sim,Q046011,Q46a,2019
2,Não,Q046011,Q46a,2019
9 ,Ignorado,Q046011,Q46a,2019
1,Sim,Q046012,Q46a,2019
2,Não,Q046012,Q46a,2019
9 ,Ignorado,Q046012,Q46a,2019
1,Sim,Q046013,Q46a,2019
2,Não,Q046013,Q46a,2019
9 ,Ignorado,Q046013,Q46a,2019
1,Sim,Q046014,Q46a,2019
2,Não,Q046014,Q46a,2019
9 ,Ignorado,Q046014,Q46a,2019
1,Sim,Q046015,Q46a,2019
2,Não,Q046015,Q46a,2019
9 ,Ignorado,Q046015,Q46a,2019
1,Sim,Q046016,Q46a,2019
2,Não,Q046016,Q46a,2019
9 ,Ignorado,Q046016,Q46a,2019
1,Sim,Q046017,Q46a,2019
2,Não,Q046017,Q46a,2019
9 ,Ignorado,Q046017,Q46a,2019
1,Sim,Q046018,Q46a,2019
2,Não,Q046018,Q46a,2019
9 ,Ignorado,Q046018,Q46a,2019
1,Sim,Q046019,Q46a,2019
2,Não,Q046019,Q46a,2019
9 ,Ignorado,Q046019,Q46a,2019
1,Sim,Q046020,Q46a,2019
2,Não,Q046020,Q46a,2019
9 ,Ignorado,Q046020,Q46a,2019
1,Sim,Q046021,Q46a,2019
2,Não,Q046021,Q46a,2019
9 ,Ignorado,Q046021,Q46a,2019
1,Sim,Q04707,Q47a,2019
2,Não,Q04707,Q47a,2019
9 ,Ignorado,Q04707,Q47a,2019
1,Sim,Q047071,Q47a,2019
2,Não,Q047071,Q47a,2019
3,"Não, mas está marcado",Q047071,Q47a,2019
9 ,Ignorado,Q047071,Q47a,2019
1,Sim,Q04708,Q47a,2019
2,Não,Q04708,Q47a,2019
9 ,Ignorado,Q04708,Q47a,2019
1,Sim,Q047081,Q47a,2019
2,Não,Q047081,Q47a,2019
3,"Não, mas está marcado",Q047081,Q47a,2019
9 ,Ignorado,Q047081,Q47a,2019
1,Sim,Q04709,Q47a,2019
2,Não,Q04709,Q47a,2019
9 ,Ignorado,Q04709,Q47a,2019
1,Sim,Q047091,Q47a,2019
2,Não,Q047091,Q47a,2019
3,"Não, mas está marcado",Q047091,Q47a,2019
9 ,Ignorado,Q047091,Q47a,2019
1,Sim,Q04710,Q47a,2019
2,Não,Q04710,Q47a,2019
9 ,Ignorado,Q04710,Q47a,2019
1,Sim,Q047101,Q47a,2019
2,Não,Q047101,Q47a,2019
3,"Não, mas está marcado",Q047101,Q47a,2019
9 ,Ignorado,Q047101,Q47a,2019
1,Sim,Q04711,Q47a,2019
2,Não,Q04711,Q47a,2019
9 ,Ignorado,Q04711,Q47a,2019
1,Sim,Q047111,Q47a,2019
2,Não,Q047111,Q47a,2019
3,"Não, mas está marcado",Q047111,Q47a,2019
9 ,Ignorado,Q047111,Q47a,2019
1,Sim,Q050,Q50,2019
2,Não,Q050,Q50,2019
3,"Não houve encaminhamento, pois todas as consultas para diabetes foram com médico especialista",Q050,Q50,2019
9 ,Ignorado,Q050,Q50,2019
1,"Sim, todas                  ",Q05101,Q51a,2019
2,"Sim, algumas",Q05101,Q51a,2019
3,"Não, nenhuma",Q05101,Q51a,2019
9 ,Ignorado,Q05101,Q51a,2019
1,Menos de 6 meses,Q05301,Q53a,2019
2,De 6 meses a menos de 1 ano,Q05301,Q53a,2019
3,De 1 ano a menos de  2 anos,Q05301,Q53a,2019
4,De 2 anos a menos de 3 anos,Q05301,Q53a,2019
5,3 anos ou mais,Q05301,Q53a,2019
6,Nunca fez,Q05301,Q53a,2019
9 ,Ignorado,Q05301,Q53a,2019
1,Menos de 6 meses,Q05401,Q54a,2019
2,De 6 meses a menos de 1 ano,Q05401,Q54a,2019
3,De 1 ano a menos de  2 anos,Q05401,Q54a,2019
4,De 2 anos a menos de 3 anos,Q05401,Q54a,2019
5,3 anos ou mais,Q05401,Q54a,2019
6,Nunca teve os pés examinados,Q05401,Q54a,2019
9 ,Ignorado,Q05401,Q54a,2019
1,Sim,Q055011,Q55a,2019
2,Não,Q055011,Q55a,2019
9 ,Ignorado,Q055011,Q55a,2019
1,Sim,Q055012,Q55a,2019
2,Não,Q055012,Q55a,2019
9 ,Ignorado,Q055012,Q55a,2019
1,Sim,Q055013,Q55a,2019
2,Não,Q055013,Q55a,2019
9 ,Ignorado,Q055013,Q55a,2019
1,Sim,Q055014,Q55a,2019
2,Não,Q055014,Q55a,2019
9 ,Ignorado,Q055014,Q55a,2019
1,Sim,Q055015,Q55a,2019
2,Não,Q055015,Q55a,2019
9 ,Ignorado,Q055015,Q55a,2019
1,Sim,Q055016,Q55a,2019
2,Não,Q055016,Q55a,2019
9 ,Ignorado,Q055016,Q55a,2019
1,Sim,Q056,Q56,2019
2,Não,Q056,Q56,2019
9 ,Ignorado,Q056,Q56,2019
1,Menos de 6 meses,Q05701,Q57a,2019
2,De 6 meses a menos de 1 ano,Q05701,Q57a,2019
3,De 1 ano a menos de  2 anos,Q05701,Q57a,2019
4,De 2 anos a menos de 3 anos,Q05701,Q57a,2019
5,3 anos ou mais,Q05701,Q57a,2019
9 ,Ignorado,Q05701,Q57a,2019
1,Não limita,Q058,Q58,2019
2,Um pouco,Q058,Q58,2019
3,Moderadamente,Q058,Q58,2019
4,Intensamente,Q058,Q58,2019
5,Muito intensamente,Q058,Q58,2019
9 ,Ignorado,Q058,Q58,2019
1,Menos de 6 meses,Q05901,Q59a,2019
2,De 6 meses a menos de 1 ano,Q05901,Q59a,2019
3,De 1 ano a menos de  2 anos,Q05901,Q59a,2019
4,De 2 anos a menos de 3 anos,Q05901,Q59a,2019
5,3 anos ou mais,Q05901,Q59a,2019
6,Nunca fez,Q05901,Q59a,2019
9 ,Ignorado,Q05901,Q59a,2019
1,Sim,Q060,Q60,2019
2,Não,Q060,Q60,2019
9 ,Ignorado,Q060,Q60,2019
0,Menos de 1 ano,Q061,Q61,2019
01 a 98,Anos,Q061,Q61,2019
99,Ignorado,Q061,Q61,2019
1,Sim,Q06207,Q62a,2019
2,Não,Q06207,Q62a,2019
9 ,Ignorado,Q06207,Q62a,2019
1,Sim,Q06208,Q62a,2019
2,Não,Q06208,Q62a,2019
9 ,Ignorado,Q06208,Q62a,2019
1,Sim,Q06209,Q62a,2019
2,Não,Q06209,Q62a,2019
9 ,Ignorado,Q06209,Q62a,2019
1,Sim,Q06210,Q62a,2019
2,Não,Q06210,Q62a,2019
9 ,Ignorado,Q06210,Q62a,2019
1,Sim,Q06211,Q62a,2019
2,Não,Q06211,Q62a,2019
9 ,Ignorado,Q06211,Q62a,2019
1,Sim,Q06212,Q62a,2019
2,Não,Q06212,Q62a,2019
9 ,Ignorado,Q06212,Q62a,2019
1,Sim,Q06306,Q63a,2019
2,Não,Q06306,Q63a,2019
9 ,Ignorado,Q06306,Q63a,2019
1,Sim,Q06307,Q63a,2019
2,Não,Q06307,Q63a,2019
9 ,Ignorado,Q06307,Q63a,2019
1,Sim,Q06308,Q63a,2019
2,Não,Q06308,Q63a,2019
9 ,Ignorado,Q06308,Q63a,2019
1,Sim,Q06309,Q63a,2019
2,Não,Q06309,Q63a,2019
9 ,Ignorado,Q06309,Q63a,2019
1,Sim,Q06310,Q63a,2019
2,Não,Q06310,Q63a,2019
9 ,Ignorado,Q06310,Q63a,2019
1,Sim,Q06311,Q63a,2019
2,Não,Q06311,Q63a,2019
9 ,Ignorado,Q06311,Q63a,2019
0,Menos de 1 ano,Q064,Q64,2019
01 a 98,Anos,Q064,Q64,2019
99,Ignorado,Q064,Q64,2019
1,Sim,Q06506,Q65a,2019
2,Não,Q06506,Q65a,2019
9 ,Ignorado,Q06506,Q65a,2019
1,Sim,Q06507,Q65a,2019
2,Não,Q06507,Q65a,2019
9 ,Ignorado,Q06507,Q65a,2019
1,Sim,Q06508,Q65a,2019
2,Não,Q06508,Q65a,2019
9 ,Ignorado,Q06508,Q65a,2019
1,Sim,Q06509,Q65a,2019
2,Não,Q06509,Q65a,2019
9 ,Ignorado,Q06509,Q65a,2019
1,Sim,Q06601,Q66a,2019
2,Não,Q06601,Q66a,2019
9 ,Ignorado,Q06601,Q66a,2019
1,Não limita,Q067,Q67,2019
2,Um pouco,Q067,Q67,2019
3,Moderadamente,Q067,Q67,2019
4,Intensamente,Q067,Q67,2019
5,Muito intensamente,Q067,Q67,2019
9 ,Ignorado,Q067,Q67,2019
1,Sim,Q068,Q68,2019
2,Não,Q068,Q68,2019
9 ,Ignorado,Q068,Q68,2019
0,Menos de 1 ano,Q070,Q70,2019
01 a 98,Anos,Q070,Q70,2019
99,Ignorado,Q070,Q70,2019
1,Sim,Q07208,Q72a,2019
2,Não,Q07208,Q72a,2019
9 ,Ignorado,Q07208,Q72a,2019
1,Sim,Q07209,Q72a,2019
2,Não,Q07209,Q72a,2019
9 ,Ignorado,Q07209,Q72a,2019
1,Sim,Q07210,Q72a,2019
2,Não,Q07210,Q72a,2019
9 ,Ignorado,Q07210,Q72a,2019
1,Sim,Q07211,Q72a,2019
2,Não,Q07211,Q72a,2019
9 ,Ignorado,Q07211,Q72a,2019
1,Sim,Q07212,Q72a,2019
2,Não,Q07212,Q72a,2019
9 ,Ignorado,Q07212,Q72a,2019
1,Sim,Q07213,Q72a,2019
2,Não,Q07213,Q72a,2019
9 ,Ignorado,Q07213,Q72a,2019
1,Não limita,Q073,Q73,2019
2,Um pouco,Q073,Q73,2019
3,Moderadamente,Q073,Q73,2019
4,Intensamente,Q073,Q73,2019
5,Muito intensamente,Q073,Q73,2019
9 ,Ignorado,Q073,Q73,2019
1,Sim,Q074,Q74,2019
2,Não,Q074,Q74,2019
9 ,Ignorado,Q074,Q74,2019
0,Menos de 1 ano,Q075,Q75,2019
01 a 98,Anos,Q075,Q75,2019
99,Ignorado,Q075,Q75,2019
1,Sim,Q076,Q76,2019
2,Não,Q076,Q76,2019
9 ,Ignorado,Q076,Q76,2019
1,Sim,Q07601,Q76a,2019
2,Não,Q07601,Q76a,2019
9 ,Ignorado,Q07601,Q76a,2019
1,"Sim, todos                  ",Q07704,Q77a,2019
2,"Sim, alguns",Q07704,Q77a,2019
3,"Não, nenhum",Q07704,Q77a,2019
9 ,Ignorado,Q07704,Q77a,2019
1,"Sim, todos                  ",Q07705,Q77b,2019
2,"Sim, alguns",Q07705,Q77b,2019
3,"Não, nenhum",Q07705,Q77b,2019
9 ,Ignorado,Q07705,Q77b,2019
1,"Sim, todos                  ",Q07706,Q77c,2019
2,"Sim, alguns",Q07706,Q77c,2019
3,"Não, nenhum",Q07706,Q77c,2019
9 ,Ignorado,Q07706,Q77c,2019
1,Sim,Q07707,Q77d,2019
2,Não,Q07707,Q77d,2019
9 ,Ignorado,Q07707,Q77d,2019
1,Sim,Q07708,Q77e,2019
2,Não,Q07708,Q77e,2019
9 ,Ignorado,Q07708,Q77e,2019
1,"Sim, todos                  ",Q07709,Q77f,2019
2,"Sim, alguns",Q07709,Q77f,2019
3,"Não, nenhum",Q07709,Q77f,2019
9 ,Ignorado,Q07709,Q77f,2019
1,"Sim, todos                  ",Q07710,Q77g,2019
2,"Sim, alguns",Q07710,Q77g,2019
3,"Não, nenhum",Q07710,Q77g,2019
9 ,Ignorado,Q07710,Q77g,2019
1,Sim,Q07711,Q77h,2019
2,Não,Q07711,Q77h,2019
9 ,Ignorado,Q07711,Q77h,2019
1,Não limita,Q078,Q78,2019
2,Um pouco,Q078,Q78,2019
3,Moderadamente,Q078,Q78,2019
4,Intensamente,Q078,Q78,2019
5,Muito intensamente,Q078,Q78,2019
9 ,Ignorado,Q078,Q78,2019
1,Sim,Q079,Q79,2019
2,Não,Q079,Q79,2019
9 ,Ignorado,Q079,Q79,2019
0,Menos de 1 ano,Q080,Q80,2019
01 a 98,Anos,Q080,Q80,2019
99,Ignorado,Q080,Q80,2019
1,Sim,Q08107,Q81a,2019
2,Não,Q08107,Q81a,2019
9 ,Ignorado,Q08107,Q81a,2019
1,Sim,Q08108,Q81a,2019
2,Não,Q08108,Q81a,2019
9 ,Ignorado,Q08108,Q81a,2019
1,Sim,Q08109,Q81a,2019
2,Não,Q08109,Q81a,2019
9 ,Ignorado,Q08109,Q81a,2019
1,Sim,Q08110,Q81a,2019
2,Não,Q08110,Q81a,2019
9 ,Ignorado,Q08110,Q81a,2019
1,Sim,Q08111,Q81a,2019
2,Não,Q08111,Q81a,2019
9 ,Ignorado,Q08111,Q81a,2019
1,Sim,Q082,Q82,2019
2,Não,Q082,Q82,2019
9 ,Ignorado,Q082,Q82,2019
1,Não limita,Q083,Q83,2019
2,Um pouco,Q083,Q83,2019
3,Moderadamente,Q083,Q83,2019
4,Intensamente,Q083,Q83,2019
5,Muito intensamente,Q083,Q83,2019
9 ,Ignorado,Q083,Q83,2019
1,Sim,Q084,Q84,2019
2,Não,Q084,Q84,2019
9 ,Ignorado,Q084,Q84,2019
0,Menos de 1 ano,Q085,Q85,2019
01 a 98,Anos,Q085,Q85,2019
99,Ignorado,Q085,Q85,2019
1,Sim,Q08607,Q86a,2019
2,Não,Q08607,Q86a,2019
9 ,Ignorado,Q08607,Q86a,2019
1,Sim,Q08608,Q86a,2019
2,Não,Q08608,Q86a,2019
9 ,Ignorado,Q08608,Q86a,2019
1,Sim,Q08609,Q86a,2019
2,Não,Q08609,Q86a,2019
9 ,Ignorado,Q08609,Q86a,2019
1,Sim,Q08610,Q86a,2019
2,Não,Q08610,Q86a,2019
9 ,Ignorado,Q08610,Q86a,2019
1,Sim,Q08611,Q86a,2019
2,Não,Q08611,Q86a,2019
9 ,Ignorado,Q08611,Q86a,2019
1,Não limita,Q087,Q87,2019
2,Um pouco,Q087,Q87,2019
3,Moderadamente,Q087,Q87,2019
4,Intensamente,Q087,Q87,2019
5,Muito intensamente,Q087,Q87,2019
9 ,Ignorado,Q087,Q87,2019
1,Sim,Q088,Q88,2019
2,Não,Q088,Q88,2019
9 ,Ignorado,Q088,Q88,2019
0,Menos de 1 ano,Q08901,Q89a,2019
01 a 98,Anos,Q08901,Q89a,2019
99,Ignorado,Q08901,Q89a,2019
1,Sim,Q09007,Q90a,2019
2,Não,Q09007,Q90a,2019
9 ,Ignorado,Q09007,Q90a,2019
1,Sim,Q09008,Q90a,2019
2,Não,Q09008,Q90a,2019
9 ,Ignorado,Q09008,Q90a,2019
1,Sim,Q09009,Q90a,2019
2,Não,Q09009,Q90a,2019
9 ,Ignorado,Q09009,Q90a,2019
1,Sim,Q09010,Q90a,2019
2,Não,Q09010,Q90a,2019
9 ,Ignorado,Q09010,Q90a,2019
1,Sim,Q09011,Q90a,2019
2,Não,Q09011,Q90a,2019
9 ,Ignorado,Q09011,Q90a,2019
1,Não limita,Q091,Q91,2019
2,Um pouco,Q091,Q91,2019
3,Moderadamente,Q091,Q91,2019
4,Intensamente,Q091,Q91,2019
5,Muito intensamente,Q091,Q91,2019
9 ,Ignorado,Q091,Q91,2019
1,Sim,Q092,Q92,2019
2,Não,Q092,Q92,2019
9 ,Ignorado,Q092,Q92,2019
1,Sim,Q09201,Q92a,2019
2,Não,Q09201,Q92a,2019
3,Não sabe/não respondeu,Q09201,Q92a,2019
1,"Sim, todos                  ",Q09202,Q92b,2019
2,"Sim, alguns",Q09202,Q92b,2019
3,"Não, nenhum",Q09202,Q92b,2019
4,Não sabe/não respondeu,Q09202,Q92b,2019
0,Menos de 1 ano,Q09301,Q93a,2019
01 a 98,Anos,Q09301,Q93a,2019
99,Ignorado,Q09301,Q93a,2019
1,Sim,Q094,Q94a,2019
2,"Não, só quando tem algum problema ",Q094,Q94a,2019
3,Nunca vai ,Q094,Q94a,2019
9 ,Ignorado,Q094,Q94a,2019
01,Não está mais deprimido,Q09502,Q95a,2019
02,O serviço de saúde é distante ou tem dificuldade de transporte,Q09502,Q95a,2019
03,Não tem ânimo,Q09502,Q95a,2019
04,O tempo de espera no serviço de saúde é muito grande,Q09502,Q95a,2019
05,Tem dificuldades financeiras,Q09502,Q95a,2019
06,O horário de funcionamento do serviço de saúde é incompatível com suas atividades de trabalho ou domésticas,Q09502,Q95a,2019
07,Não conseguiu marcar consulta pelo plano de saúde ,Q09502,Q95a,2019
08,Não sabe quem procurar ou aonde ir,Q09502,Q95a,2019
09,Outro ,Q09502,Q95a,2019
99,Ignorado,Q09502,Q95a,2019
1,Sim,Q09605,Q96a,2019
2,Não,Q09605,Q96a,2019
9 ,Ignorado,Q09605,Q96a,2019
1,Sim,Q09606,Q96a,2019
2,Não,Q09606,Q96a,2019
9 ,Ignorado,Q09606,Q96a,2019
1,Sim,Q09607,Q96a,2019
2,Não,Q09607,Q96a,2019
9 ,Ignorado,Q09607,Q96a,2019
1,"Sim, todos                  ",Q098,Q98,2019
2,"Sim, alguns",Q098,Q98,2019
3,"Não, nenhum",Q098,Q98,2019
9 ,Ignorado,Q098,Q98,2019
1,Sim,Q100,Q100,2019
2,Não,Q100,Q100,2019
9 ,Ignorado,Q100,Q100,2019
1,Menos de 6 meses,Q10101,Q101a,2019
2,De 6 meses a menos de 1 ano,Q10101,Q101a,2019
3,De 1 ano a menos de  2 anos,Q10101,Q101a,2019
4,De 2 anos a menos de 3 anos,Q10101,Q101a,2019
5,3 anos ou mais,Q10101,Q101a,2019
6,Nunca fez,Q10101,Q101a,2019
9 ,Ignorado,Q10101,Q101a,2019
01,Farmácia,Q10202,Q102a,2019
02,Unidade básica de saúde (posto ou centro de saúde ou unidade de saúde da família),Q10202,Q102a,2019
03,"Policlínica pública, PAM (Posto de Assistência Médica) ou Centro de Especialidades público",Q10202,Q102a,2019
04,"UPA (Unidade de Pronto Atendimento), outro tipo de pronto atendimento público (24 horas), pronto-socorro ou emergência de hospital público",Q10202,Q102a,2019
05,Ambulatório de hospital público,Q10202,Q102a,2019
06,"Consultório particular, clínica privada ou ambulatório de hospital privado",Q10202,Q102a,2019
07,Pronto atendimento ou emergência de hospital privado,Q10202,Q102a,2019
08,No domicílio,Q10202,Q102a,2019
09,Outro serviço,Q10202,Q102a,2019
99,Ignorado,Q10202,Q102a,2019
1,Sim,Q104,Q104,2019
2,Não,Q104,Q104,2019
9 ,Ignorado,Q104,Q104,2019
1,Sim,Q105,Q105,2019
2,Não,Q105,Q105,2019
3,Não sabe/Não lembra,Q105,Q105,2019
1,Sim,Q106,Q106,2019
2,Não,Q106,Q106,2019
3,"Não houve encaminhamento, pois todas as consultas para depressão foram com profissional de saúde mental",Q106,Q106,2019
9 ,Ignorado,Q106,Q106,2019
1,"Sim, todas                  ",Q10701,Q107a,2019
2,"Sim, algumas",Q10701,Q107a,2019
3,"Não, nenhuma",Q10701,Q107a,2019
9 ,Ignorado,Q10701,Q107a,2019
1,Não limita,Q109,Q109,2019
2,Um pouco,Q109,Q109,2019
3,Moderadamente,Q109,Q109,2019
4,Intensamente,Q109,Q109,2019
5,Muito intensamente,Q109,Q109,2019
9 ,Ignorado,Q109,Q109,2019
1,Sim,Q11006,Q110a,2019
2,Não,Q11006,Q110a,2019
9 ,Ignorado,Q11006,Q110a,2019
1,Sim,Q11007,Q110a,2019
2,Não,Q11007,Q110a,2019
9 ,Ignorado,Q11007,Q110a,2019
1,Sim,Q11008,Q110a,2019
2,Não,Q11008,Q110a,2019
9 ,Ignorado,Q11008,Q110a,2019
1,Sim,Q11009,Q110a,2019
2,Não,Q11009,Q110a,2019
9 ,Ignorado,Q11009,Q110a,2019
1,Sim,Q11010,Q110a,2019
2,Não,Q11010,Q110a,2019
9 ,Ignorado,Q11010,Q110a,2019
0,Menos de 1 ano,Q111,Q111,2019
01 a 98,Anos,Q111,Q111,2019
99,Ignorado,Q111,Q111,2019
1,Sim,Q11201,Q112a,2019
2,Não,Q11201,Q112a,2019
3,"Não, só quando tenho algum problema",Q11201,Q112a,2019
9 ,Ignorado,Q11201,Q112a,2019
1,Sim,Q11405,Q114a,2019
2,Não,Q11405,Q114a,2019
9 ,Ignorado,Q11405,Q114a,2019
1,Sim,Q11406,Q114a,2019
2,Não,Q11406,Q114a,2019
9 ,Ignorado,Q11406,Q114a,2019
1,Sim,Q11407,Q114a,2019
2,Não,Q11407,Q114a,2019
9 ,Ignorado,Q11407,Q114a,2019
1,Sim,Q11408,Q114a,2019
2,Não,Q11408,Q114a,2019
9 ,Ignorado,Q11408,Q114a,2019
1,Não limita,Q115,Q115,2019
2,Um pouco,Q115,Q115,2019
3,Moderadamente,Q115,Q115,2019
4,Intensamente,Q115,Q115,2019
5,Muito intensamente,Q115,Q115,2019
9 ,Ignorado,Q115,Q115,2019
1,Sim,Q11604,Q116a,2019
2,Não,Q11604,Q116a,2019
9 ,Ignorado,Q11604,Q116a,2019
1,Sim,Q11605,Q116a,2019
2,Não,Q11605,Q116a,2019
9 ,Ignorado,Q11605,Q116a,2019
1,Sim,Q11606,Q116a,2019
2,Não,Q11606,Q116a,2019
9 ,Ignorado,Q11606,Q116a,2019
1,Sim,Q11607,Q116a,2019
2,Não,Q11607,Q116a,2019
9 ,Ignorado,Q11607,Q116a,2019
0,Menos de 1 ano,Q11701,Q117a,2019
01 a 98,Anos,Q11701,Q117a,2019
99,Ignorado,Q11701,Q117a,2019
1,Sim,Q11806,Q118a,2019
2,Não,Q11806,Q118a,2019
9 ,Ignorado,Q11806,Q118a,2019
1,Sim,Q11807,Q118a,2019
2,Não,Q11807,Q118a,2019
9 ,Ignorado,Q11807,Q118a,2019
1,Sim,Q11808,Q118a,2019
2,Não,Q11808,Q118a,2019
9 ,Ignorado,Q11808,Q118a,2019
1,Sim,Q11809,Q118a,2019
2,Não,Q11809,Q118a,2019
9 ,Ignorado,Q11809,Q118a,2019
1,Não limita,Q119,Q119,2019
2,Um pouco,Q119,Q119,2019
3,Moderadamente,Q119,Q119,2019
4,Intensamente,Q119,Q119,2019
